,,,,,,,,,,,,
,,,,,,,,,,,,
County Name,Priority Area Number,Priority Area,Indicator Number,Indicator,Event Count/Rate, ,Percentage/Rate/Ratio,Lower Limit of 95% CI,Upper Limit of 95% CI,Data Comments,Data Years,Date Source
Steuben,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",28,"20,655",4.5,,,,2018-2020,SPARCS data as of August 2022
Suffolk,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",779,"313,314",8.3,,,,2018-2020,SPARCS data as of August 2022
Sullivan,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",56,"15,940",11.7,,,,2018-2020,SPARCS data as of August 2022
Tioga,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",19,"10,143",6.2,,,,2018-2020,SPARCS data as of August 2022
Tompkins,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",17,"15,073",3.8,,,,2018-2020,SPARCS data as of August 2022
Ulster,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",98,"31,491",10.4,,,,2018-2020,SPARCS data as of August 2022
Warren,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",24,"11,755",6.8,,,,2018-2020,SPARCS data as of August 2022
Washington,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",17,"11,500",4.9,,,,2018-2020,SPARCS data as of August 2022
Wayne,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",36,"19,280",6.2,,,,2018-2020,SPARCS data as of August 2022
Westchester,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",757,"212,576",11.9,,,,2018-2020,SPARCS data as of August 2022
Wyoming,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",12,"7,549",5.3,,,,2018-2020,SPARCS data as of August 2022
Yates,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",8,"5,492",4.9,,,Unstable Estimate,2018-2020,SPARCS data as of August 2022
Bronx,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years","4,660","355,884",43.6,,,,2018-2020,SPARCS data as of August 2022
Kings,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years","3,756","588,432",21.3,,,,2018-2020,SPARCS data as of August 2022
New York,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years","1,626","233,638",23.2,,,,2018-2020,SPARCS data as of August 2022
Queens,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years","2,254","458,422",16.4,,,,2018-2020,SPARCS data as of August 2022
Richmond,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",406,"104,116",13,,,,2018-2020,SPARCS data as of August 2022
Long Island,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years","1,840","605,665",10.1,,,,2018-2020,SPARCS data as of August 2022
New York City,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years","12,702","1,740,492",24.3,,,,2018-2020,SPARCS data as of August 2022
Mid-Hudson,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years","1,758","524,222",11.2,,,,2018-2020,SPARCS data as of August 2022
Capital Region,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",460,"185,353",8.3,,,,2018-2020,SPARCS data as of August 2022
Mohawk Valley,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",65,"49,981",4.3,,,,2018-2020,SPARCS data as of August 2022
North Country,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",53,"54,115",3.3,,,,2018-2020,SPARCS data as of August 2022
Tug Hill Seaway,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",88,"55,151",5.3,,,,2018-2020,SPARCS data as of August 2022
Central NY,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",575,"209,750",9.1,,,,2018-2020,SPARCS data as of August 2022
Southern Tier,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",168,"79,675",7,,,,2018-2020,SPARCS data as of August 2022
Finger Lakes,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",852,"261,753",10.8,,,,2018-2020,SPARCS data as of August 2022
Western NY,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years",901,"308,252",9.7,,,,2018-2020,SPARCS data as of August 2022
New York State (excluding NYC),2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years","6,760","2,333,917",9.7,,,,2018-2020,SPARCS data as of August 2022
New York State,2,Component 2: Asthma Hospital Discharge Data in New York State,ad15,"Asthma hospitalization rate per 10,000 - aged 0-17 years","19,462","4,074,409",15.9,,,,2018-2020,SPARCS data as of August 2022
Albany,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",15,"44,732",1.1,,,,2018-2020,SPARCS data as of August 2022
Allegany,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"6,765",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Broome,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",13,"27,456",1.6,,,,2018-2020,SPARCS data as of August 2022
Cattaraugus,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"6,949",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Cayuga,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"6,355",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Chautauqua,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"12,286",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Chemung,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"6,812",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Chenango,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"3,541",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Clinton,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",6,"10,539",1.9,,,Unstable Estimate,2018-2020,SPARCS data as of August 2022
Columbia,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",0,"4,112",0,,,Unstable Estimate,2018-2020,SPARCS data as of August 2022
Cortland,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"8,639",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Delaware,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"4,303",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Dutchess,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",36,"31,462",3.8,,,,2018-2020,SPARCS data as of August 2022
Erie,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",52,"84,443",2.1,,,,2018-2020,SPARCS data as of August 2022
Essex,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",0,"2,609",0,,,Unstable Estimate,2018-2020,SPARCS data as of August 2022
Franklin,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",0,"4,861",0,,,Unstable Estimate,2018-2020,SPARCS data as of August 2022
Fulton,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"3,994",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Genesee,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"4,754",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Greene,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"4,273",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Hamilton,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",0,258,0,,,Unstable Estimate,2018-2020,SPARCS data as of August 2022
Herkimer,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"5,122",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Jefferson,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",8,"13,819",1.9,,,Unstable Estimate,2018-2020,SPARCS data as of August 2022
Lewis,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"1,998",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Livingston,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"9,606",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Madison,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"9,210",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Monroe,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",88,"73,639",4,,,,2018-2020,SPARCS data as of August 2022
Montgomery,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"3,939",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Nassau,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",104,"118,718",2.9,,,,2018-2020,SPARCS data as of August 2022
Niagara,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",11,"17,213",2.1,,,,2018-2020,SPARCS data as of August 2022
Oneida,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",24,"21,737",3.7,,,,2018-2020,SPARCS data as of August 2022
Onondaga,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",36,"47,492",2.5,,,,2018-2020,SPARCS data as of August 2022
Ontario,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",7,"9,936",2.3,,,Unstable Estimate,2018-2020,SPARCS data as of August 2022
Orange,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",26,"40,242",2.2,,,,2018-2020,SPARCS data as of August 2022
Orleans,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"3,533",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Oswego,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",6,"12,398",1.6,,,Unstable Estimate,2018-2020,SPARCS data as of August 2022
Otsego,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"10,076",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Putnam,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",9,"8,368",3.6,,,Unstable Estimate,2018-2020,SPARCS data as of August 2022
Rensselaer,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"15,852",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Rockland,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",17,"29,758",1.9,,,,2018-2020,SPARCS data as of August 2022
St. Lawrence,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",8,"14,461",1.8,,,Unstable Estimate,2018-2020,SPARCS data as of August 2022
Saratoga,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",6,"18,953",1.1,,,Unstable Estimate,2018-2020,SPARCS data as of August 2022
Schenectady,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",23,"13,976",5.5,,,,2018-2020,SPARCS data as of August 2022
Schoharie,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",0,"3,268",0,,,Unstable Estimate,2018-2020,SPARCS data as of August 2022
Schuyler,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",0,"1,210",0,,,Unstable Estimate,2018-2020,SPARCS data as of August 2022
Seneca,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"2,993",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Steuben,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",0,"7,314",0,,,Unstable Estimate,2018-2020,SPARCS data as of August 2022
Suffolk,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",98,"134,106",2.4,,,,2018-2020,SPARCS data as of August 2022
Sullivan,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"5,998",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Tioga,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"3,560",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Tompkins,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",s,"26,987",.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Ulster,2,Component 2: Asthma Hospital Discharge Data in New York State,ad16,"Asthma hospitalization rate per 10,000 - aged 18-24 years",8,"16,153",1.7,,,Unstable Estimate,2018-2020,SPARCS data as of August 2022
